method,metric,dataset,acc
SPARTAN,hist_euclidean,DistalPhalanxTW,0.6115107913669064
SPARTAN,hist_euclidean,DodgerLoopDay,0.225
SPARTAN,hist_euclidean,DodgerLoopGame,0.5434782608695652
SPARTAN,hist_euclidean,DodgerLoopWeekend,0.7246376811594203
SPARTAN,hist_euclidean,Earthquakes,0.7338129496402878
SPARTAN,hist_euclidean,ECG200,0.81
SPARTAN,hist_euclidean,ECG5000,0.8933333333333333
SPARTAN,hist_euclidean,ECGFiveDays,0.7921022067363531
SPARTAN,hist_euclidean,ElectricDevices,0.5308001556218389
SPARTAN,hist_euclidean,EOGHorizontalSignal,0.3453038674033149
SPARTAN,hist_euclidean,EOGVerticalSignal,0.2624309392265193
SPARTAN,hist_euclidean,EthanolLevel,0.314
SPARTAN,hist_euclidean,FaceAll,0.6644970414201183
SPARTAN,hist_euclidean,FaceFour,0.8636363636363636
SPARTAN,hist_euclidean,FacesUCR,0.7721951219512195
SPARTAN,hist_euclidean,FiftyWords,0.3978021978021978
SPARTAN,hist_euclidean,Fish,0.7142857142857143
SPARTAN,hist_euclidean,FordA,0.806060606060606
SPARTAN,hist_euclidean,FordB,0.6382716049382716
SPARTAN,hist_euclidean,FreezerRegularTrain,0.9301754385964912
SPARTAN,hist_euclidean,FreezerSmallTrain,0.8856140350877193
SPARTAN,hist_euclidean,Fungi,0.5268817204301075
SPARTAN,hist_euclidean,GestureMidAirD1,0.5692307692307692
SPARTAN,hist_euclidean,GestureMidAirD2,0.4538461538461538
SPARTAN,hist_euclidean,GestureMidAirD3,0.2615384615384615
SPARTAN,hist_euclidean,GesturePebbleZ1,0.6744186046511628
SPARTAN,hist_euclidean,GesturePebbleZ2,0.6075949367088608
SPARTAN,hist_euclidean,GunPoint,0.9533333333333334
SPARTAN,hist_euclidean,GunPointAgeSpan,0.9651898734177216
SPARTAN,hist_euclidean,GunPointMaleVersusFemale,0.9841772151898734
SPARTAN,hist_euclidean,GunPointOldVersusYoung,0.8857142857142857
SPARTAN,hist_euclidean,Ham,0.5619047619047619
SPARTAN,hist_euclidean,HandOutlines,0.7081081081081081
SPARTAN,hist_euclidean,Haptics,0.3084415584415584
SPARTAN,hist_euclidean,Herring,0.484375
SPARTAN,hist_euclidean,HouseTwenty,0.9243697478991596
SPARTAN,hist_euclidean,InlineSkate,0.3436363636363636
SPARTAN,hist_euclidean,InsectEPGRegularTrain,0.8674698795180723
SPARTAN,hist_euclidean,InsectEPGSmallTrain,0.7871485943775101
SPARTAN,hist_euclidean,InsectWingbeatSound,0.2323232323232323
SPARTAN,hist_euclidean,ItalyPowerDemand,0.9008746355685132
SPARTAN,hist_euclidean,LargeKitchenAppliances,0.5946666666666667
SPARTAN,hist_euclidean,Lightning2,0.6721311475409836
SPARTAN,hist_euclidean,Lightning7,0.5753424657534246
SPARTAN,hist_euclidean,Mallat,0.8200426439232409
SPARTAN,hist_euclidean,Meat,0.9333333333333332
SPARTAN,hist_euclidean,MedicalImages,0.593421052631579
SPARTAN,hist_euclidean,MelbournePedestrian,0.7355473554735548
SPARTAN,hist_euclidean,MiddlePhalanxOutlineAgeGroup,0.5
SPARTAN,hist_euclidean,MiddlePhalanxOutlineCorrect,0.6013745704467354
SPARTAN,hist_euclidean,MiddlePhalanxTW,0.538961038961039
SPARTAN,hist_euclidean,MixedShapesRegularTrain,0.9232989690721648
SPARTAN,hist_euclidean,MixedShapesSmallTrain,0.8577319587628865
SPARTAN,hist_euclidean,MoteStrain,0.9329073482428116
SPARTAN,hist_euclidean,NonInvasiveFetalECGThorax1,0.3918575063613231
SPARTAN,hist_euclidean,NonInvasiveFetalECGThorax2,0.4651399491094147
SPARTAN,hist_euclidean,OliveOil,0.9
SPARTAN,hist_euclidean,OSULeaf,0.8512396694214877
SPARTAN,hist_euclidean,PhalangesOutlinesCorrect,0.7226107226107226
SPARTAN,hist_euclidean,Phoneme,0.2315400843881856
SPARTAN,hist_euclidean,PickupGestureWiimoteZ,0.5
SPARTAN,hist_euclidean,PigAirwayPressure,0.2932692307692308
SPARTAN,hist_euclidean,PigArtPressure,0.9759615384615384
SPARTAN,hist_euclidean,PigCVP,0.7884615384615384
SPARTAN,hist_euclidean,PLAID,0.750465549348231
SPARTAN,hist_euclidean,Plane,0.9904761904761904
SPARTAN,hist_euclidean,PowerCons,0.8611111111111112
SPARTAN,hist_euclidean,ProximalPhalanxOutlineAgeGroup,0.7707317073170732
SPARTAN,hist_euclidean,ProximalPhalanxOutlineCorrect,0.7938144329896907
SPARTAN,hist_euclidean,ProximalPhalanxTW,0.7073170731707317
SPARTAN,hist_euclidean,RefrigerationDevices,0.4453333333333333
SPARTAN,hist_euclidean,Rock,0.56
SPARTAN,hist_euclidean,ScreenType,0.496
SPARTAN,hist_euclidean,SemgHandGenderCh2,0.72
SPARTAN,hist_euclidean,SemgHandMovementCh2,0.4422222222222222
SPARTAN,hist_euclidean,SemgHandSubjectCh2,0.6488888888888888
SPARTAN,hist_euclidean,ShakeGestureWiimoteZ,0.62
SPARTAN,hist_euclidean,ShapeletSim,0.5666666666666667
SPARTAN,hist_euclidean,ShapesAll,0.805
SPARTAN,hist_euclidean,SmallKitchenAppliances,0.5893333333333334
SPARTAN,hist_euclidean,SmoothSubspace,0.4266666666666667
SPARTAN,hist_euclidean,SonyAIBORobotSurface1,0.7321131447587355
SPARTAN,hist_euclidean,SonyAIBORobotSurface2,0.7974816369359916
SPARTAN,hist_euclidean,StarLightCurves,0.9519184069936862
SPARTAN,hist_euclidean,Strawberry,0.945945945945946
SPARTAN,hist_euclidean,SwedishLeaf,0.7888
SPARTAN,hist_euclidean,Symbols,0.9386934673366836
SPARTAN,hist_euclidean,SyntheticControl,0.8966666666666666
SPARTAN,hist_euclidean,ToeSegmentation1,0.8640350877192983
SPARTAN,hist_euclidean,ToeSegmentation2,0.7538461538461538
SPARTAN,hist_euclidean,Trace,0.83
SPARTAN,hist_euclidean,TwoLeadECG,0.9350307287093942
SPARTAN,hist_euclidean,TwoPatterns,0.754
SPARTAN,hist_euclidean,UMD,0.875
SPARTAN,hist_euclidean,UWaveGestureLibraryAll,0.6063651591289783
SPARTAN,hist_euclidean,UWaveGestureLibraryX,0.5025125628140703
SPARTAN,hist_euclidean,UWaveGestureLibraryY,0.4369067560022334
SPARTAN,hist_euclidean,UWaveGestureLibraryZ,0.5120044667783361
SPARTAN,hist_euclidean,Wafer,0.97874756651525
SPARTAN,hist_euclidean,Wine,0.5740740740740741
SPARTAN,hist_euclidean,WordSynonyms,0.335423197492163
SPARTAN,hist_euclidean,Worms,0.6623376623376623
SPARTAN,hist_euclidean,WormsTwoClass,0.7142857142857143
SPARTAN,hist_euclidean,Yoga,0.8096666666666666
SPARTAN,boss,ACSF1,0.57
SPARTAN,boss,Adiac,0.5140664961636828
SPARTAN,boss,AllGestureWiimoteX,0.4114285714285714
SPARTAN,boss,AllGestureWiimoteY,0.4757142857142857
SPARTAN,boss,AllGestureWiimoteZ,0.4028571428571428
SPARTAN,boss,ArrowHead,0.7257142857142858
SPARTAN,boss,Beef,0.7333333333333333
SPARTAN,boss,BeetleFly,0.85
SPARTAN,boss,BirdChicken,0.9
SPARTAN,boss,BME,0.5533333333333333
SPARTAN,boss,Car,0.6166666666666667
SPARTAN,boss,CBF,0.8833333333333333
SPARTAN,boss,Chinatown,0.8483965014577259
SPARTAN,boss,ChlorineConcentration,0.6080729166666666
SPARTAN,boss,CinCECGTorso,0.6579710144927536
SPARTAN,boss,Coffee,0.9285714285714286
SPARTAN,boss,Computers,0.62
SPARTAN,boss,CricketX,0.4
SPARTAN,boss,CricketY,0.3948717948717948
SPARTAN,boss,CricketZ,0.4205128205128205
SPARTAN,boss,Crop,0.5991666666666666
SPARTAN,boss,DiatomSizeReduction,0.869281045751634
SPARTAN,boss,DistalPhalanxOutlineAgeGroup,0.60431654676259
SPARTAN,boss,DistalPhalanxOutlineCorrect,0.6847826086956522
SPARTAN,boss,DistalPhalanxTW,0.6546762589928058
SPARTAN,boss,DodgerLoopDay,0.2125
SPARTAN,boss,DodgerLoopGame,0.5797101449275363
SPARTAN,boss,DodgerLoopWeekend,0.6231884057971014
SPARTAN,boss,Earthquakes,0.6690647482014388
SPARTAN,boss,ECG200,0.85
SPARTAN,boss,ECG5000,0.8897777777777778
SPARTAN,boss,ECGFiveDays,0.7642276422764228
SPARTAN,boss,ElectricDevices,0.5301517312929581
SPARTAN,boss,EOGHorizontalSignal,0.3204419889502762
SPARTAN,boss,EOGVerticalSignal,0.2707182320441988
SPARTAN,boss,EthanolLevel,0.318
SPARTAN,boss,FaceAll,0.678698224852071
SPARTAN,boss,FaceFour,0.75
SPARTAN,boss,FacesUCR,0.7434146341463415
SPARTAN,boss,FiftyWords,0.3758241758241758
SPARTAN,boss,Fish,0.6914285714285714
SPARTAN,boss,FordA,0.7696969696969697
SPARTAN,boss,FordB,0.6172839506172839
SPARTAN,boss,FreezerRegularTrain,0.9157894736842104
SPARTAN,boss,FreezerSmallTrain,0.86
SPARTAN,boss,Fungi,0.478494623655914
SPARTAN,boss,GestureMidAirD1,0.4153846153846154
SPARTAN,boss,GestureMidAirD2,0.4230769230769231
SPARTAN,boss,GestureMidAirD3,0.1769230769230769
SPARTAN,boss,GesturePebbleZ1,0.627906976744186
SPARTAN,boss,GesturePebbleZ2,0.5506329113924051
SPARTAN,boss,GunPoint,0.94
SPARTAN,boss,GunPointAgeSpan,0.9335443037974684
SPARTAN,boss,GunPointMaleVersusFemale,0.9778481012658228
SPARTAN,boss,GunPointOldVersusYoung,0.9111111111111112
SPARTAN,boss,Ham,0.6095238095238096
SPARTAN,boss,HandOutlines,0.6837837837837838
SPARTAN,boss,Haptics,0.2792207792207792
SPARTAN,boss,Herring,0.53125
SPARTAN,boss,HouseTwenty,0.907563025210084
SPARTAN,boss,InlineSkate,0.3236363636363636
SPARTAN,boss,InsectEPGRegularTrain,0.8674698795180723
SPARTAN,boss,InsectEPGSmallTrain,0.7630522088353414
SPARTAN,boss,InsectWingbeatSound,0.2626262626262626
SPARTAN,boss,ItalyPowerDemand,0.8950437317784257
SPARTAN,boss,LargeKitchenAppliances,0.6106666666666667
SPARTAN,boss,Lightning2,0.6721311475409836
SPARTAN,boss,Lightning7,0.5205479452054794
SPARTAN,boss,Mallat,0.8042643923240939
SPARTAN,boss,Meat,0.9333333333333332
SPARTAN,boss,MedicalImages,0.5842105263157895
SPARTAN,boss,MelbournePedestrian,0.7289872898728987
SPARTAN,boss,MiddlePhalanxOutlineAgeGroup,0.5194805194805194
SPARTAN,boss,MiddlePhalanxOutlineCorrect,0.6288659793814433
SPARTAN,boss,MiddlePhalanxTW,0.461038961038961
SPARTAN,boss,MixedShapesRegularTrain,0.9018556701030928
SPARTAN,boss,MixedShapesSmallTrain,0.8334020618556701
SPARTAN,boss,MoteStrain,0.8722044728434505
SPARTAN,boss,NonInvasiveFetalECGThorax1,0.3486005089058524
SPARTAN,boss,NonInvasiveFetalECGThorax2,0.4239185750636132
SPARTAN,boss,OliveOil,0.8333333333333334
SPARTAN,boss,OSULeaf,0.7768595041322314
SPARTAN,boss,PhalangesOutlinesCorrect,0.7144522144522144
SPARTAN,boss,Phoneme,0.2241561181434599
SPARTAN,boss,PickupGestureWiimoteZ,0.36
SPARTAN,boss,PigAirwayPressure,0.2980769230769231
SPARTAN,boss,PigArtPressure,0.9759615384615384
SPARTAN,boss,PigCVP,0.7788461538461539
SPARTAN,boss,PLAID,0.7467411545623837
SPARTAN,boss,Plane,1.0
SPARTAN,boss,PowerCons,0.8611111111111112
SPARTAN,boss,ProximalPhalanxOutlineAgeGroup,0.7707317073170732
SPARTAN,boss,ProximalPhalanxOutlineCorrect,0.7560137457044673
SPARTAN,boss,ProximalPhalanxTW,0.6439024390243903
SPARTAN,boss,RefrigerationDevices,0.4533333333333333
SPARTAN,boss,Rock,0.54
SPARTAN,boss,ScreenType,0.5226666666666666
SPARTAN,boss,SemgHandGenderCh2,0.7133333333333334
SPARTAN,boss,SemgHandMovementCh2,0.4444444444444444
SPARTAN,boss,SemgHandSubjectCh2,0.6644444444444444
SPARTAN,boss,ShakeGestureWiimoteZ,0.56
SPARTAN,boss,ShapeletSim,0.5388888888888889
SPARTAN,boss,ShapesAll,0.7266666666666667
SPARTAN,boss,SmallKitchenAppliances,0.5626666666666666
SPARTAN,boss,SmoothSubspace,0.42
SPARTAN,boss,SonyAIBORobotSurface1,0.7321131447587355
SPARTAN,boss,SonyAIBORobotSurface2,0.7817418677859391
SPARTAN,boss,StarLightCurves,0.9312773190869356
SPARTAN,boss,Strawberry,0.9486486486486486
SPARTAN,boss,SwedishLeaf,0.7984
SPARTAN,boss,Symbols,0.8904522613065327
SPARTAN,boss,SyntheticControl,0.87
SPARTAN,boss,ToeSegmentation1,0.8114035087719298
SPARTAN,boss,ToeSegmentation2,0.7769230769230769
SPARTAN,boss,Trace,0.82
SPARTAN,boss,TwoLeadECG,0.9113257243195786
SPARTAN,boss,TwoPatterns,0.721
SPARTAN,boss,UMD,0.8263888888888888
SPARTAN,boss,UWaveGestureLibraryAll,0.5569514237855946
SPARTAN,boss,UWaveGestureLibraryX,0.4745951982132886
SPARTAN,boss,UWaveGestureLibraryY,0.4416527079843663
SPARTAN,boss,UWaveGestureLibraryZ,0.4651032942490229
SPARTAN,boss,Wafer,0.9776119402985076
SPARTAN,boss,Wine,0.5740740740740741
SPARTAN,boss,WordSynonyms,0.3573667711598746
SPARTAN,boss,Worms,0.6753246753246753
SPARTAN,boss,WormsTwoClass,0.7272727272727273
SPARTAN,boss,Yoga,0.7916666666666666
SPARTAN,cosine_similarity,ACSF1,0.57
SPARTAN,cosine_similarity,Adiac,0.5805626598465473
SPARTAN,cosine_similarity,AllGestureWiimoteX,0.4628571428571428
SPARTAN,cosine_similarity,AllGestureWiimoteY,0.5385714285714286
SPARTAN,cosine_similarity,AllGestureWiimoteZ,0.48
SPARTAN,cosine_similarity,ArrowHead,0.7942857142857143
SPARTAN,cosine_similarity,Beef,0.8333333333333334
SPARTAN,cosine_similarity,BeetleFly,0.85
SPARTAN,cosine_similarity,BirdChicken,0.9
SPARTAN,cosine_similarity,BME,0.5733333333333334
SPARTAN,cosine_similarity,Car,0.7166666666666667
SPARTAN,cosine_similarity,CBF,0.9322222222222222
SPARTAN,cosine_similarity,Chinatown,0.8483965014577259
SPARTAN,cosine_similarity,ChlorineConcentration,0.6153645833333333
SPARTAN,cosine_similarity,CinCECGTorso,0.7028985507246377
SPARTAN,cosine_similarity,Coffee,0.9285714285714286
SPARTAN,cosine_similarity,Computers,0.672
SPARTAN,cosine_similarity,CricketX,0.4666666666666667
SPARTAN,cosine_similarity,CricketY,0.4641025641025641
SPARTAN,cosine_similarity,CricketZ,0.482051282051282
SPARTAN,cosine_similarity,Crop,0.6032738095238095
SPARTAN,cosine_similarity,DiatomSizeReduction,0.9248366013071896
SPARTAN,cosine_similarity,DistalPhalanxOutlineAgeGroup,0.6330935251798561
SPARTAN,cosine_similarity,DistalPhalanxOutlineCorrect,0.7028985507246377
SPARTAN,cosine_similarity,DistalPhalanxTW,0.6402877697841727
SPARTAN,cosine_similarity,DodgerLoopDay,0.2625
SPARTAN,cosine_similarity,DodgerLoopGame,0.5579710144927537
SPARTAN,cosine_similarity,DodgerLoopWeekend,0.7681159420289855
SPARTAN,cosine_similarity,Earthquakes,0.7266187050359713
SPARTAN,cosine_similarity,ECG200,0.86
SPARTAN,cosine_similarity,ECG5000,0.9006666666666666
SPARTAN,cosine_similarity,ECGFiveDays,0.7909407665505227
SPARTAN,cosine_similarity,ElectricDevices,0.5566074439112956
SPARTAN,cosine_similarity,EOGHorizontalSignal,0.3480662983425414
SPARTAN,cosine_similarity,EOGVerticalSignal,0.287292817679558
SPARTAN,cosine_similarity,EthanolLevel,0.298
SPARTAN,cosine_similarity,FaceAll,0.7106508875739646
SPARTAN,cosine_similarity,FaceFour,0.9204545454545454
SPARTAN,cosine_similarity,FacesUCR,0.8146341463414634
SPARTAN,cosine_similarity,FiftyWords,0.4439560439560439
SPARTAN,cosine_similarity,Fish,0.7542857142857143
SPARTAN,cosine_similarity,FordA,0.8007575757575758
SPARTAN,cosine_similarity,FordB,0.591358024691358
SPARTAN,cosine_similarity,FreezerRegularTrain,0.9396491228070176
SPARTAN,cosine_similarity,FreezerSmallTrain,0.8585964912280701
SPARTAN,cosine_similarity,Fungi,0.553763440860215
SPARTAN,cosine_similarity,GestureMidAirD1,0.5692307692307692
SPARTAN,cosine_similarity,GestureMidAirD2,0.5461538461538461
SPARTAN,cosine_similarity,GestureMidAirD3,0.3
SPARTAN,cosine_similarity,GesturePebbleZ1,0.7325581395348837
SPARTAN,cosine_similarity,GesturePebbleZ2,0.6645569620253164
SPARTAN,cosine_similarity,GunPoint,0.96
SPARTAN,cosine_similarity,GunPointAgeSpan,0.9588607594936708
SPARTAN,cosine_similarity,GunPointMaleVersusFemale,0.9841772151898734
SPARTAN,cosine_similarity,GunPointOldVersusYoung,0.8888888888888888
SPARTAN,cosine_similarity,Ham,0.5047619047619047
SPARTAN,cosine_similarity,HandOutlines,0.7189189189189189
SPARTAN,cosine_similarity,Haptics,0.3311688311688311
SPARTAN,cosine_similarity,Herring,0.4375
SPARTAN,cosine_similarity,HouseTwenty,0.9411764705882352
SPARTAN,cosine_similarity,InlineSkate,0.3636363636363636
SPARTAN,cosine_similarity,InsectEPGRegularTrain,0.8795180722891566
SPARTAN,cosine_similarity,InsectEPGSmallTrain,0.7951807228915663
SPARTAN,cosine_similarity,InsectWingbeatSound,0.2616161616161616
SPARTAN,cosine_similarity,ItalyPowerDemand,0.9037900874635568
SPARTAN,cosine_similarity,LargeKitchenAppliances,0.5973333333333334
SPARTAN,cosine_similarity,Lightning2,0.6721311475409836
SPARTAN,cosine_similarity,Lightning7,0.5342465753424658
SPARTAN,cosine_similarity,Mallat,0.8068230277185501
SPARTAN,cosine_similarity,Meat,0.9166666666666666
SPARTAN,cosine_similarity,MedicalImages,0.6026315789473684
SPARTAN,cosine_similarity,MelbournePedestrian,0.7347273472734728
SPARTAN,cosine_similarity,MiddlePhalanxOutlineAgeGroup,0.5324675324675324
SPARTAN,cosine_similarity,MiddlePhalanxOutlineCorrect,0.6391752577319587
SPARTAN,cosine_similarity,MiddlePhalanxTW,0.4935064935064935
SPARTAN,cosine_similarity,MixedShapesRegularTrain,0.914639175257732
SPARTAN,cosine_similarity,MixedShapesSmallTrain,0.8560824742268042
SPARTAN,cosine_similarity,MoteStrain,0.915335463258786
SPARTAN,cosine_similarity,NonInvasiveFetalECGThorax1,0.3928753180661578
SPARTAN,cosine_similarity,NonInvasiveFetalECGThorax2,0.4590330788804071
SPARTAN,cosine_similarity,OliveOil,0.9
SPARTAN,cosine_similarity,OSULeaf,0.8553719008264463
SPARTAN,cosine_similarity,PhalangesOutlinesCorrect,0.7377622377622378
SPARTAN,cosine_similarity,Phoneme,0.2241561181434599
SPARTAN,cosine_similarity,PickupGestureWiimoteZ,0.54
SPARTAN,cosine_similarity,PigAirwayPressure,0.2788461538461538
SPARTAN,cosine_similarity,PigArtPressure,0.971153846153846
SPARTAN,cosine_similarity,PigCVP,0.7932692307692307
SPARTAN,cosine_similarity,PLAID,0.74487895716946
SPARTAN,cosine_similarity,Plane,0.9904761904761904
SPARTAN,cosine_similarity,PowerCons,0.8388888888888889
SPARTAN,cosine_similarity,ProximalPhalanxOutlineAgeGroup,0.775609756097561
SPARTAN,cosine_similarity,ProximalPhalanxOutlineCorrect,0.7938144329896907
SPARTAN,cosine_similarity,ProximalPhalanxTW,0.7024390243902439
SPARTAN,cosine_similarity,RefrigerationDevices,0.4666666666666667
SPARTAN,cosine_similarity,Rock,0.64
SPARTAN,cosine_similarity,ScreenType,0.5013333333333333
SPARTAN,cosine_similarity,SemgHandGenderCh2,0.73
SPARTAN,cosine_similarity,SemgHandMovementCh2,0.44
SPARTAN,cosine_similarity,SemgHandSubjectCh2,0.6755555555555556
SPARTAN,cosine_similarity,ShakeGestureWiimoteZ,0.8
SPARTAN,cosine_similarity,ShapeletSim,0.5777777777777777
SPARTAN,cosine_similarity,ShapesAll,0.8083333333333333
SPARTAN,cosine_similarity,SmallKitchenAppliances,0.52
SPARTAN,cosine_similarity,SmoothSubspace,0.4333333333333333
SPARTAN,cosine_similarity,SonyAIBORobotSurface1,0.7587354409317804
SPARTAN,cosine_similarity,SonyAIBORobotSurface2,0.832109129066107
SPARTAN,cosine_similarity,StarLightCurves,0.950097134531326
SPARTAN,cosine_similarity,Strawberry,0.9432432432432432
SPARTAN,cosine_similarity,SwedishLeaf,0.8224
SPARTAN,cosine_similarity,Symbols,0.9025125628140704
SPARTAN,cosine_similarity,SyntheticControl,0.8766666666666667
SPARTAN,cosine_similarity,ToeSegmentation1,0.8596491228070176
SPARTAN,cosine_similarity,ToeSegmentation2,0.7692307692307693
SPARTAN,cosine_similarity,Trace,0.78
SPARTAN,cosine_similarity,TwoLeadECG,0.9482001755926251
SPARTAN,cosine_similarity,TwoPatterns,0.74725
SPARTAN,cosine_similarity,UMD,0.8263888888888888
SPARTAN,cosine_similarity,UWaveGestureLibraryAll,0.6038525963149078
SPARTAN,cosine_similarity,UWaveGestureLibraryX,0.5784477945281965
SPARTAN,cosine_similarity,UWaveGestureLibraryY,0.5150753768844221
SPARTAN,cosine_similarity,UWaveGestureLibraryZ,0.5734226689000559
SPARTAN,cosine_similarity,Wafer,0.982478909798832
SPARTAN,cosine_similarity,Wine,0.5925925925925926
SPARTAN,cosine_similarity,WordSynonyms,0.3667711598746082
SPARTAN,cosine_similarity,Worms,0.6623376623376623
SPARTAN,cosine_similarity,WormsTwoClass,0.7272727272727273
SPARTAN,cosine_similarity,Yoga,0.8236666666666667
SPARTAN,kl,ACSF1,0.59
SPARTAN,kl,Adiac,0.5166240409207161
SPARTAN,kl,AllGestureWiimoteX,0.28
SPARTAN,kl,AllGestureWiimoteY,0.4528571428571428
SPARTAN,kl,AllGestureWiimoteZ,0.3328571428571428
SPARTAN,kl,ArrowHead,0.7942857142857143
SPARTAN,kl,Beef,0.7333333333333333
SPARTAN,kl,BeetleFly,0.65
SPARTAN,kl,BirdChicken,0.9
SPARTAN,kl,BME,0.5733333333333334
SPARTAN,kl,Car,0.5666666666666667
SPARTAN,kl,CBF,0.9422222222222222
SPARTAN,kl,Chinatown,0.8571428571428571
SPARTAN,kl,ChlorineConcentration,0.6044270833333333
SPARTAN,kl,CinCECGTorso,0.4847826086956521
SPARTAN,kl,Coffee,0.9285714285714286
SPARTAN,kl,Computers,0.716
SPARTAN,kl,CricketX,0.4205128205128205
SPARTAN,kl,CricketY,0.4282051282051282
SPARTAN,kl,CricketZ,0.4051282051282051
SPARTAN,kl,Crop,0.6066071428571429
SPARTAN,kl,DiatomSizeReduction,0.8660130718954249
SPARTAN,kl,DistalPhalanxOutlineAgeGroup,0.6402877697841727
SPARTAN,kl,DistalPhalanxOutlineCorrect,0.6521739130434783
SPARTAN,kl,DistalPhalanxTW,0.7050359712230215
SPARTAN,kl,DodgerLoopDay,0.1375
SPARTAN,kl,DodgerLoopGame,0.6086956521739131
SPARTAN,kl,DodgerLoopWeekend,0.5652173913043478
SPARTAN,kl,Earthquakes,0.6402877697841727
SPARTAN,kl,ECG200,0.85
SPARTAN,kl,ECG5000,0.8973333333333333
SPARTAN,kl,ECGFiveDays,0.7630662020905923
SPARTAN,kl,ElectricDevices,0.5221112696148359
SPARTAN,kl,EOGHorizontalSignal,0.3342541436464088
SPARTAN,kl,EOGVerticalSignal,0.2265193370165746
SPARTAN,kl,EthanolLevel,0.282
SPARTAN,kl,FaceAll,0.6869822485207101
SPARTAN,kl,FaceFour,0.7954545454545454
SPARTAN,kl,FacesUCR,0.7960975609756098
SPARTAN,kl,FiftyWords,0.3098901098901099
SPARTAN,kl,Fish,0.6514285714285715
SPARTAN,kl,FordA,0.6310606060606061
SPARTAN,kl,FordB,0.6
SPARTAN,kl,FreezerRegularTrain,0.8968421052631579
SPARTAN,kl,FreezerSmallTrain,0.8003508771929825
SPARTAN,kl,Fungi,0.4731182795698925
SPARTAN,kl,GestureMidAirD1,0.4846153846153846
SPARTAN,kl,GestureMidAirD2,0.4769230769230769
SPARTAN,kl,GestureMidAirD3,0.2230769230769231
SPARTAN,kl,GesturePebbleZ1,0.5406976744186046
SPARTAN,kl,GesturePebbleZ2,0.4746835443037974
SPARTAN,kl,GunPoint,0.96
SPARTAN,kl,GunPointAgeSpan,0.9620253164556962
SPARTAN,kl,GunPointMaleVersusFemale,0.990506329113924
SPARTAN,kl,GunPointOldVersusYoung,0.9301587301587302
SPARTAN,kl,Ham,0.6
SPARTAN,kl,HandOutlines,0.6756756756756757
SPARTAN,kl,Haptics,0.3279220779220779
SPARTAN,kl,Herring,0.4375
SPARTAN,kl,HouseTwenty,0.865546218487395
SPARTAN,kl,InlineSkate,0.2327272727272727
SPARTAN,kl,InsectEPGRegularTrain,0.7349397590361446
SPARTAN,kl,InsectEPGSmallTrain,0.7630522088353414
SPARTAN,kl,InsectWingbeatSound,0.1904040404040404
SPARTAN,kl,ItalyPowerDemand,0.9057337220602528
SPARTAN,kl,LargeKitchenAppliances,0.5706666666666667
SPARTAN,kl,Lightning2,0.7049180327868853
SPARTAN,kl,Lightning7,0.5753424657534246
SPARTAN,kl,Mallat,0.71727078891258
SPARTAN,kl,Meat,0.8333333333333334
SPARTAN,kl,MedicalImages,0.625
SPARTAN,kl,MelbournePedestrian,0.7347273472734728
SPARTAN,kl,MiddlePhalanxOutlineAgeGroup,0.5714285714285714
SPARTAN,kl,MiddlePhalanxOutlineCorrect,0.6323024054982818
SPARTAN,kl,MiddlePhalanxTW,0.5324675324675324
SPARTAN,kl,MixedShapesRegularTrain,0.7228865979381444
SPARTAN,kl,MixedShapesSmallTrain,0.7183505154639175
SPARTAN,kl,MoteStrain,0.8921725239616614
SPARTAN,kl,NonInvasiveFetalECGThorax1,0.1638676844783715
SPARTAN,kl,NonInvasiveFetalECGThorax2,0.2157760814249364
SPARTAN,kl,OliveOil,0.8333333333333334
SPARTAN,kl,OSULeaf,0.6322314049586777
SPARTAN,kl,PhalangesOutlinesCorrect,0.7062937062937062
SPARTAN,kl,Phoneme,0.1640295358649789
SPARTAN,kl,PickupGestureWiimoteZ,0.38
SPARTAN,kl,PigAirwayPressure,0.1923076923076923
SPARTAN,kl,PigArtPressure,0.9423076923076924
SPARTAN,kl,PigCVP,0.3365384615384615
SPARTAN,kl,PLAID,0.6778398510242085
SPARTAN,kl,Plane,1.0
SPARTAN,kl,PowerCons,0.8388888888888889
SPARTAN,kl,ProximalPhalanxOutlineAgeGroup,0.7707317073170732
SPARTAN,kl,ProximalPhalanxOutlineCorrect,0.7903780068728522
SPARTAN,kl,ProximalPhalanxTW,0.7121951219512195
SPARTAN,kl,RefrigerationDevices,0.5093333333333333
SPARTAN,kl,Rock,0.6
SPARTAN,kl,ScreenType,0.52
SPARTAN,kl,SemgHandGenderCh2,0.5566666666666666
SPARTAN,kl,SemgHandMovementCh2,0.2422222222222222
SPARTAN,kl,SemgHandSubjectCh2,0.4644444444444444
SPARTAN,kl,ShakeGestureWiimoteZ,0.56
SPARTAN,kl,ShapeletSim,0.5833333333333334
SPARTAN,kl,ShapesAll,0.6583333333333333
SPARTAN,kl,SmallKitchenAppliances,0.5413333333333333
SPARTAN,kl,SmoothSubspace,0.4466666666666666
SPARTAN,kl,SonyAIBORobotSurface1,0.7537437603993344
SPARTAN,kl,SonyAIBORobotSurface2,0.7880377754459601
SPARTAN,kl,StarLightCurves,0.9343127731908694
SPARTAN,kl,Strawberry,0.9432432432432432
SPARTAN,kl,SwedishLeaf,0.8416
SPARTAN,kl,Symbols,0.9276381909547738
